col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
2,1,518476,39.90,88,,1,3,1,1,3,3,3,1,,,2,5,45.00,7.40,3,2.90,2,1,7566,0,0,1
1,1,518476,37.40,44,24,,3,1,,3,3,3,,1,,,,42.00,55,,1,1,1,3718,0,0,1
1,1,518476,38.40,44,28,3,1,4,,3,1,1,2,1,,4,,48.00,7.40,3,2.60,1,2,4695,0,0,1
2,1,518476,37.80,54,28,3,1,3,1,1,4,2,2,,,4,4,45.00,,,,1,2,155,0,0,1
1,9,5305629,,42,,3,1,1,2,,1,1,3,,,,2,72.00,4.50,3,,1,2,2132,0,0,2
1,1,518476,,46,28,3,1,6,1,3,3,1,1,,7.50,3,1,40.00,,1,,2,1,4786,0,0,1
2,1,518476,,56,18,,1,2,2,1,3,4,3,,2,4,5,39.00,7.50,1,2,3,2,3480,0,0,1
1,9,5305629,38.30,40,14,,,3,2,,3,2,2,,,,1,45.00,7.20,,,2,1,13115,0,0,1
2,1,518476,37.10,30,9,1,1,3,1,4,3,,2,1,,,5,58.00,73,,,2,2,4661,0,0,2
1,1,518476,38.00,80,20,1,3,5,1,,3,3,,,,4,4,52.00,7.10,2,,1,2,14564,0,0,2
1,1,518476,37.30,42,,,,3,,1,2,2,,,,,5,50.00,75,,1,1,2,1347,0,0,2
1,1,518476,,52,30,3,,3,1,2,3,1,2,,,4,,52.00,8.80,2,,1,2,5285,0,0,2
1,1,518476,38.80,92,48,,3,,2,,4,2,,2,,2,,54.00,67,,,1,1,9412,0,0,1
1,1,518476,37.8,129,14,1,1,1,1,5,1,4,1,3,7.00,,5,34,6.00,,,2,1,2380,0,0,2
2,1,518476,38.5,150,20,2,1,2,1,1,2,1,,1,7.50,1,5,69.00,6.00,,,2,2,2554,0,0,1
2,1,518476,37.70,96,10,1,3,3,1,3,4,3,1,1,4.40,1,4,37.00,6.10,,,2,1,2841,0,0,2
2,1,518476,,56,24,4,1,1,2,,3,,2,2,,1,5,42,72,,,2,2,2651,0,0,2
1,1,518476,38.2,48,12,,1,1,1,3,2,3,2,1,,,5,,7.50,,,1,1,5832,0,0,2
1,1,518476,38.5,72,26,,1,5,1,2,1,1,1,1,,4,3,49,66,1,,1,1,406,0,0,2
1,1,518476,38.20,,48,3,1,3,1,5,3,4,1,1,7.00,,4,41.00,65,,3.90,1,1,1597,0,0,1
1,1,518476,38.30,128,24,3,,1,2,3,4,4,2,1,,4,5,53,7.70,,4.40,1,1,6188,0,0,1
2,1,518476,38.60,64,36,2,3,1,1,3,,3,,,,,2,41.00,6.30,,,3,1,4338,0,0,2
2,1,518476,,60,13,4,3,1,2,5,4,,,1,4.00,,,40.00,,1,,2,1,7230,0,0,1
1,1,518476,,84,23,1,,2,1,3,3,4,2,1,,4,5,38,64,3,,2,2,3863,0,0,2
2,1,518476,38.8,52,14,3,1,2,1,,3,4,3,3,,3,,50.00,6.50,,,1,1,6231,0,0,2
1,1,518476,40.30,60,24,3,3,2,1,5,3,4,1,,,4,,33.00,7.0,3,,1,1,1425,0,0,1
2,1,518476,,60,24,3,3,3,,1,3,2,,,,1,,39.00,5.50,3,2,1,2,1330,0,0,2
1,1,518476,38.30,48,16,1,1,2,2,,4,,2,,,1,4,39,6.00,3,2,1,1,5185,0,0,2
1,1,518476,38.40,72,30,4,1,3,2,3,,1,,2,,1,5,59.00,8.50,2,,1,2,6114,0,0,2
1,1,518476,38.4,60,16,1,3,6,1,4,4,4,,1,,1,5,53.00,7.20,,,1,2,10433,0,0,2
2,1,518476,38.30,44,12,3,,1,2,4,3,2,2,1,,1,,43.00,5.90,2,,2,1,3903,0,0,1
2,9,518476,40.30,40,90,4,1,1,1,2,1,,2,1,,,5,54.00,6.00,,,1,1,1721,0,0,2
1,1,5305629,38.50,88,28,3,,3,2,3,3,,1,2,,4,,40.00,7.00,,,1,2,877,0,0,2
1,1,518476,38.3,50,32,3,3,,1,2,4,1,2,1,,4,,37.00,6.50,1,3.00,1,1,9304,0,0,1
2,1,518476,38.00,100,24,3,3,1,1,5,3,3,1,1,1,4,,36,75,,,1,2,6760,0,0,2
1,1,518476,36.5,40,,4,3,2,2,5,3,3,,1,5.50,3,,54.00,69,,2,1,1,8033,0,0,1
1,1,518476,,72,,2,,3,1,2,4,1,,1,,1,5,43.00,8.10,,2,3,2,656,0,0,2
1,1,518476,37.8,50,,,1,2,1,1,2,1,2,3,,4,4,38,62,3,1,1,2,1761,0,0,1
1,1,5305629,38.00,100,24,1,3,1,2,,4,4,1,1,,,5,24.00,6.20,3,4.30,2,1,3839,0,0,1
2,1,518476,,48,20,3,1,1,2,5,3,,,,,,5,50,76,2,2,1,1,1047,0,0,1
2,1,5305629,37.9,64,28,,1,4,2,2,3,4,1,1,,4,,52.00,5.70,,2,2,1,1428,0,0,2
2,1,518476,37.80,70,,1,3,1,1,3,3,1,2,1,,1,,66.00,6.50,,,1,1,2619,0,0,2
1,9,518476,,36,,3,1,2,1,4,3,1,2,1,,,2,36.00,64,1,1,1,1,2664,0,0,1
1,1,5305629,39.50,56,22,1,,4,1,1,,3,,1,,4,,48.00,,,,1,2,2113,0,0,2
2,1,518476,39.3,100,30,2,1,,,1,3,,,,3.00,,5,66,61,,,1,2,4783,0,0,2
1,1,518476,39.3,112,10,3,3,3,2,3,4,1,,,,4,,37,7.10,,,3,1,7580,0,0,2
1,9,518476,38.70,66,,2,3,,1,3,4,,3,1,,,1,36.00,62,1,2,2,1,2077,0,0,2
1,1,518476,,42,96,3,,3,2,2,3,3,,,,1,,56,6.70,,10.10,1,1,5781,0,0,2
2,1,518476,36.40,84,50,3,3,,1,,,3,1,2,,,5,41,69,,,1,1,7819,0,0,2
1,1,518476,37.50,48,24,3,,4,1,2,3,,,,,,,49.00,7.80,,,3,2,1490,0,0,1
1,1,518476,37.5,64,13,3,,,1,,4,2,,,,,,40.00,71,,,1,1,11596,0,0,2
2,1,518476,38.20,88,18,4,,3,1,4,1,2,,,,4,,37,6.00,,,3,1,1213,0,0,1
1,1,518476,,,,3,1,3,,2,1,1,,,,3,1,55.00,7.50,,,1,1,569,0,0,2
2,1,518476,39.7,184,36,1,3,4,1,2,,3,,2,,,,40.00,8.60,,,2,2,10497,0,0,2
1,9,518476,37.20,,24,4,1,,1,5,3,3,2,,,4,4,37.00,,1,,1,1,6356,0,0,2
2,1,518476,38.10,52,12,2,1,2,1,4,4,1,,1,,1,,66,6.50,2,,2,2,557,0,0,1
2,1,518476,37.80,,18,1,1,3,1,2,,1,,2,,3,,32.00,7.00,2,,2,2,5268,0,0,2
,9,5305629,38.00,48,10,4,,4,,,3,3,,,,1,,45.00,,,,1,1,9437,0,0,2
2,1,518476,38.5,48,24,1,1,3,1,,3,3,,1,,4,,36.00,5.50,2,1,1,2,6172,0,0,2
2,1,518476,38,48,50,3,1,,1,3,4,,,1,4.00,,,54.00,10.2,,,1,2,2978,0,0,2
1,1,518476,38,56,80,1,1,4,1,5,4,2,3,1,,,,37.50,6.50,,,1,2,4631,0,0,2
1,1,518476,39.60,72,28,2,4,1,1,1,4,3,2,3,1,3,5,43,5.90,3,,1,1,4822,0,0,1
2,1,518476,,52,28,1,,,1,5,,3,,,,,,50.00,6.40,,2,1,2,4275,0,0,2
2,9,518476,38.2,64,20,1,,6,2,,3,1,2,1,6.50,,3,,6.40,1,4.80,2,2,1182,0,0,2
1,1,518476,,65,13,2,,1,1,4,,4,2,3,,4,4,47.00,9.10,1,,1,2,3264,0,0,1
2,1,518476,38.1,104,,1,3,,,2,3,,,2,,,5,,7.60,,,1,2,1498,3111,0,2
1,9,518476,37.20,66,16,3,,5,1,2,3,2,3,1,,,,34,7.70,,,2,1,6365,0,0,1
1,1,518476,38.7,50,16,3,1,5,2,5,1,,2,1,,3,,41.00,5.90,,,3,1,6018,0,0,1
2,1,518476,38.00,60,42,3,1,1,1,2,3,1,3,3,,4,4,26,8.00,,1,3,2,719,0,0,1
1,1,518476,38.00,120,20,2,,5,2,2,4,1,1,3,,3,,60.00,6.70,2,2,2,1,4157,0,0,2
1,1,518476,37.00,80,40,,3,6,1,5,4,3,2,1,,3,5,46,8.10,1,1,1,1,11683,0,0,2
1,1,518476,37.9,90,32,3,,1,1,1,3,,2,1,,,3,39.00,11.00,2,,1,1,1283,0,0,2
2,1,518476,38.0,136,36,3,1,5,1,3,1,1,2,1,,3,,36.00,7.60,2,,1,2,1030,0,0,2
2,1,518476,38.30,60,20,1,1,1,2,3,4,1,1,1,,4,,43.00,7.50,1,4.30,1,1,3383,0,0,1
1,1,518476,38.80,100,,,,3,,5,3,,,,,,4,54.00,6.00,,10.10,1,1,5812,0,0,1
1,1,518476,37.40,140,36,4,3,4,1,2,3,,,,4.30,4,5,47.00,66,2,,1,2,3858,0,0,2
1,1,518476,38.60,78,42,,1,2,1,,3,1,3,3,5.50,,2,36,50,,,1,2,5128,0,0,2
1,1,518476,40.30,54,28,3,3,,2,2,4,4,,,,4,,48.00,,3,1,2,1,9733,0,0,1
1,1,518476,37.50,44,60,,1,1,2,4,1,2,2,1,,2,4,52.00,6.80,,,1,1,7024,0,0,2
1,1,518476,38.5,72,20,3,2,3,1,3,3,1,2,1,,,4,47.00,50,3,,3,1,9505,0,0,2
1,1,5305629,38.60,42,22,4,,1,1,5,3,1,,2,,1,2,43,86,2,,1,2,4892,0,0,2
2,1,518476,38.00,40,24,1,,,,3,3,1,,2,,3,,49.00,61,,,1,2,6146,0,0,2
2,1,518476,37.20,104,,3,1,,3,,3,1,1,,,4,5,,6.40,,,3,2,4482,0,0,2
1,9,518476,37.5,,,3,1,4,1,,,2,1,1,,3,,55.00,6.10,,,1,1,3858,0,0,2
1,1,518476,38.6,108,12,2,4,1,1,4,3,2,1,1,,3,,52.00,,3,,1,1,518,0,0,1
1,1,518476,38.00,40,20,1,1,5,1,1,3,2,1,3,,3,,53,5.50,,,3,2,4584,0,0,2
2,1,518476,37.80,100,,1,3,3,2,5,3,2,,1,,4,,35,,,5.20,1,2,4976,0,0,2
2,1,518476,38.2,88,12,3,1,1,1,4,,1,2,2,,3,5,57,64,,,1,2,2812,0,0,2
2,1,518476,37.60,90,42,3,1,1,1,4,,1,1,,6.50,,,37.00,62,2,,1,1,6781,0,0,2
2,1,518476,,,18,1,3,2,2,5,4,4,1,1,,4,4,45,7.60,,,2,1,14104,0,0,1
1,1,518476,,80,,3,4,1,2,4,3,1,,,5.00,4,5,60.00,63,2,,1,1,1786,3111,0,2
1,1,518476,,36,,,3,,1,,1,2,1,1,5.50,,5,48.00,,,2,1,2,2108,0,0,2
1,1,518476,38.00,129,16,1,1,,1,,4,2,3,1,,1,5,45.00,7.40,2,2.90,1,1,1825,0,0,2
1,1,5305629,,52,18,3,1,3,1,,3,4,,,3.00,2,5,48,5.90,2,,2,1,3609,0,0,2
1,1,518476,38.00,52,84,1,1,3,,3,3,2,,1,,4,,44.00,5.90,,,3,2,2378,0,0,2
1,1,518476,,30,42,1,,,1,5,4,1,2,3,6.50,1,2,50.00,6.00,,2,1,1,3421,0,0,2
2,1,518476,38.5,44,26,1,3,4,2,3,4,1,1,3,6.50,4,2,40.00,7.50,3,1,2,1,13035,0,0,2
1,1,518476,37.30,48,16,,2,5,1,3,1,,3,1,,4,3,26,5.90,1,5.20,1,2,7639,0,0,1
1,1,518476,38.0,72,48,1,,3,1,4,4,,2,1,,3,3,55.00,77,,,2,1,468,0,0,2
2,1,518476,38.70,40,32,,1,2,1,3,1,2,2,2,,4,1,47,5.90,1,,1,2,2534,0,0,1
2,1,518476,38.5,64,,3,3,1,1,4,3,3,,3,,1,5,,11.00,2,4.10,1,1,9047,0,0,2
2,1,518476,38.20,72,52,,3,4,2,5,4,2,1,3,,,5,46.00,7.20,,,3,1,5647,0,0,2
2,1,518476,39.40,150,90,1,,6,1,,,2,2,,,3,,33.00,6.50,2,,1,2,3274,0,0,2
1,1,518476,38.5,76,20,3,3,1,,4,3,1,,3,,4,5,,6.60,1,,2,1,11030,0,0,1
1,1,518476,,130,24,3,3,1,2,,3,1,,3,,1,1,60.00,6.50,,,3,2,4959,0,0,1
1,1,518476,37.20,52,30,1,3,4,1,,,1,,,,4,1,74.00,65,,,1,2,5610,0,0,2
1,1,518476,38.0,104,20,1,1,,1,3,3,1,,3,5.40,,4,39.00,7.2,,,3,2,5040,0,0,2
1,1,518476,38.00,104,14,3,1,4,1,2,,1,1,3,,4,4,36,7.50,2,6.60,1,1,4619,0,0,2
1,1,518476,38.70,64,30,3,3,6,1,3,3,3,2,2,,4,5,,55,3,,1,1,5779,0,0,2
2,1,518476,38.70,100,24,2,1,3,1,1,3,1,2,3,,4,,45.00,7.00,3,,1,2,324,0,0,2
1,1,518476,37.60,80,30,1,3,,1,3,4,,1,2,,,4,48.00,6.50,3,,1,1,3459,0,0,2
1,1,518476,38.40,54,,1,1,,,5,3,,1,2,,1,,68.00,,,,2,1,3579,0,0,2
2,9,5305629,38.70,50,30,2,1,4,1,2,,,2,,,4,,44,4.70,3,5.20,1,2,4590,0,0,2
1,1,518476,38.20,90,24,3,3,6,2,5,3,3,1,2,,3,5,,8.50,1,2.30,1,1,14517,0,0,2
2,1,518476,,92,48,2,3,2,2,2,3,,2,1,,2,4,50,,1,,1,1,3421,0,0,2
1,1,518476,39.00,184,9,1,3,3,1,2,4,1,,1,2,,,43,5.90,3,,3,1,4105,0,0,2
1,1,518476,,60,30,3,,,2,5,4,,1,1,,4,5,38.00,4.90,,2,1,2,649,0,0,2
1,9,5305629,36.00,78,20,4,1,3,1,3,2,3,1,1,4.00,2,4,45,61,,,2,1,11237,0,0,1
1,1,518476,38.3,42,40,,3,3,,5,3,1,,1,,1,,51,8.50,,,1,1,8720,0,0,2
1,1,518476,38.40,84,66,4,1,1,1,3,3,,1,1,2,4,,47.00,8.00,,1,1,2,1862,0,0,2
1,1,518476,38.4,124,12,3,1,4,1,3,3,4,1,3,,3,,48.00,7.60,2,,2,1,6290,0,0,1
1,1,518476,36.10,60,16,1,1,2,2,,,4,1,1,,,,47,62,,,1,1,4456,0,0,2
2,1,518476,37.70,66,,4,,2,1,,,3,,,5.40,,5,43.00,,1,3.30,1,1,10488,0,0,1
2,1,518476,38.50,76,20,1,3,3,1,,4,2,2,1,,,1,45.00,,2,,2,2,2114,0,0,2
2,1,518476,38,48,30,3,3,4,1,2,4,4,1,3,7.00,4,,50.00,8.50,3,,2,1,2629,0,0,1
1,1,518476,38.00,48,36,2,,1,2,,4,,,1,,,1,,8.10,,,1,2,414,0,0,1
2,1,518476,38.00,108,40,2,1,1,1,3,3,,,,1,,2,69.00,8.60,3,1,3,1,2846,0,0,2
1,1,5305629,40.00,60,36,3,3,,1,1,3,1,,,,,,,6.60,1,5.30,1,1,6891,0,0,1
2,9,518476,,60,36,1,3,1,1,4,3,1,1,1,,,,42.00,,1,2.80,2,1,2046,0,0,2
1,1,518476,37.8,104,70,4,,1,1,2,,4,2,2,,,,60.00,6.00,3,,1,1,4673,0,0,2
1,1,518476,38.50,60,,1,1,1,1,,3,1,2,1,,,5,42,7.60,,,3,1,10109,0,0,2
2,1,518476,37.30,54,18,3,,4,1,5,4,4,,1,,,3,45.00,6.80,2,2.00,2,1,3541,0,0,1
2,1,518476,,68,36,1,1,3,2,5,3,,,1,,,4,60.00,7.60,,,2,2,19433,0,0,1
1,1,518476,38.60,128,44,3,,1,1,2,3,1,,1,,,,59.00,6.60,3,2,2,1,3733,0,0,1
2,1,518476,38.3,184,40,2,4,,,,,3,,,,1,4,44.00,68,,,1,1,1903,0,0,1
2,1,518476,37.80,60,28,,3,1,1,,1,3,,1,5.50,,,50,5.30,2,,3,1,3633,0,0,2
1,1,518476,37.3,96,24,3,3,1,2,5,3,2,2,1,,3,2,42,4.70,1,1,1,1,4922,0,0,1
2,9,518476,38.20,104,20,4,1,4,1,3,,1,,1,,,,75.00,7.00,,,1,2,622,0,0,2
1,1,518476,37.3,84,16,3,3,,2,1,3,2,,,5.70,,,49.00,6.10,3,3.30,1,1,5460,0,0,1
2,1,518476,38.20,52,,3,3,1,1,1,,,3,1,,4,,40.00,6.20,1,1,1,2,345,0,0,1
2,1,518476,37.9,92,32,,,5,2,4,3,1,,2,,,2,44.00,6.30,,3.90,2,1,1834,0,0,2
1,1,518476,,88,20,4,1,5,2,5,4,1,,2,,1,1,40.00,,,,1,1,7749,0,0,1
1,1,518476,37.60,84,24,2,3,3,2,2,4,4,3,3,2,1,4,38,7.20,,7.00,2,1,15513,0,0,1
1,1,518476,,60,51,3,1,2,1,3,,2,2,3,,,,44.00,6.00,,,1,1,3281,0,0,2
1,9,518476,,56,70,2,1,3,1,2,3,1,2,1,,1,4,37.00,6.50,3,,3,1,8859,0,0,2
1,1,518476,38.0,54,96,1,3,,1,5,4,3,1,,1.50,1,,50.00,50,2,,2,1,7837,0,0,2
1,1,5305629,40.30,44,16,2,1,6,,1,,3,2,1,5.50,,1,44.00,7.80,,,1,1,1762,0,0,2
1,1,518476,,36,18,4,3,1,1,2,3,1,,,,,5,,6.20,,,2,1,10888,0,0,2
1,1,518476,38.2,88,28,1,1,6,1,2,3,4,1,2,,4,,41.00,7.80,3,,1,2,6148,0,0,2
1,1,518476,38.2,160,72,4,1,1,1,3,3,4,2,2,,,2,57,6.70,,1.00,1,2,3790,0,0,2
1,1,518476,,,12,3,3,,1,5,4,4,,3,,3,,,,,,3,1,12270,0,0,2
2,1,518476,38.30,40,20,1,1,1,1,5,1,2,1,,,4,,45.00,6.70,1,,1,2,8535,0,0,1
2,1,518476,38.10,88,16,1,1,1,1,5,4,4,3,,,,5,44.00,6.70,1,2.50,1,2,8538,0,0,1
2,1,518476,38.8,,40,,3,4,1,2,3,1,2,1,,3,4,36.00,8.00,1,,1,2,620,0,0,2
1,1,518476,38.20,44,24,2,3,5,2,4,2,1,2,3,,,,50,8.50,2,,2,1,3932,0,0,2
1,1,518476,38.2,40,40,2,3,1,2,3,4,1,,1,,4,,36,5.50,,,1,1,1805,0,0,1
1,1,518476,37.5,56,18,2,1,5,1,1,2,1,,,,1,,35.00,9.00,,,3,1,182,0,0,2
1,1,5305629,38.30,50,34,3,1,4,1,,1,4,2,1,,,5,37.00,6.00,,,2,1,10650,3111,0,2
1,1,518476,38.0,64,9,4,,3,1,4,,3,,3,7.50,,5,46.00,7.60,,,1,1,4038,0,0,2
2,1,5305629,39.20,48,48,3,1,1,1,,1,1,2,1,,1,,38,46,3,2.60,1,1,9772,0,0,1
2,1,518476,37.1,44,24,3,1,4,1,4,3,3,,1,,,3,37.00,11.00,,,3,2,1184,0,0,2
2,1,518476,,44,32,4,1,5,2,3,4,2,2,1,,4,5,56,6.20,2,2,2,2,5092,0,0,2
1,1,518476,40.30,48,9,3,3,5,1,4,2,2,,,6.20,,,72.00,7.80,2,1.00,2,1,4709,0,0,2
2,1,518476,,60,24,3,3,4,2,1,,1,,,,,,45.00,8.40,3,,1,1,2632,0,0,2
2,1,518476,38.40,54,22,3,3,3,1,3,4,3,,,,4,3,,7.50,,,2,1,14191,0,0,2
2,9,518476,38.70,,16,3,1,6,1,,3,2,,,5.30,,,,7.60,1,,1,1,735,0,0,1
1,1,518476,38.7,84,25,1,3,,1,5,4,1,,,,4,3,73.00,7.00,1,,3,1,5325,0,0,2
1,1,518476,38.80,,60,3,,3,1,3,1,2,,,,,5,44.00,66,,,1,1,4173,0,0,2
1,1,518476,40.00,30,24,4,1,6,1,1,1,1,1,,,4,4,31.00,4.00,,,2,1,1238,0,0,2
2,1,518476,39.30,40,51,,3,1,1,3,3,1,,,,,5,43,6.60,2,,1,1,8283,0,0,1
1,1,518476,37.8,,40,2,3,5,2,,4,1,1,1,5.70,,,67,5.50,,,1,1,1728,0,0,2
1,1,518476,39.00,104,,1,1,2,1,5,4,1,2,1,,4,1,41.00,68,,,1,2,1704,0,0,2
2,1,518476,38.20,48,21,3,1,1,1,2,3,,2,,,4,,44.00,59,,4.50,2,2,183,0,0,2
1,1,518476,,40,24,,3,,1,,3,1,2,,,1,4,42,46,,,2,1,7025,0,0,2
2,1,518476,37.10,64,30,4,3,1,1,4,3,1,,2,6.50,,1,36.00,7.00,,1.60,2,1,8055,0,0,2
1,1,518476,37.20,60,48,3,3,,1,5,4,3,1,,,4,4,57.00,70,,1.60,2,1,4784,0,0,2
2,1,518476,,60,,1,1,3,1,3,,,3,3,,,,,7.00,1,3.00,1,2,611,0,0,2
1,9,5305629,,56,90,3,3,4,2,5,3,3,1,,,,5,37.00,65,3,,2,1,13732,0,0,2
2,1,518476,36.50,68,96,3,1,1,1,4,3,2,1,1,1,3,2,75.00,68,,,1,1,1679,0,0,2
1,1,5305629,,92,,3,1,6,1,3,3,,1,,,,,37.00,8.70,2,,2,1,4727,0,0,1
1,1,518476,38.40,44,,2,3,1,1,3,4,1,2,1,,3,4,,,,2,1,1,5458,0,0,2
2,1,518476,37.4,86,32,3,1,1,1,1,4,1,,1,,2,,,6.60,,,3,1,10824,0,0,2
2,1,518476,38.5,44,,,1,6,,1,1,4,,,5.30,1,,53,5.50,,,1,2,1853,0,0,2
1,1,518476,38.2,100,32,4,3,3,1,5,4,2,,,,1,,37.00,64,,,3,2,4093,0,0,2
1,1,518476,,60,40,2,1,1,2,3,3,2,,1,,,,55.00,6.50,2,,1,2,848,0,0,2
1,1,518476,38.00,52,51,1,3,1,,,1,,,2,,4,5,,86,1,,1,1,4848,0,0,2
1,1,518476,37.30,,32,1,3,3,1,1,4,3,1,,,1,,40.00,6.20,,,2,1,6986,0,0,2
1,1,518476,37.00,56,30,3,3,1,1,5,3,3,2,1,,4,5,40.00,70,1,,2,1,14850,0,0,2
1,1,518476,38.2,,,3,1,5,2,,,4,2,2,,1,5,72.00,56,2,,1,1,1720,0,0,2
2,1,518476,37.9,48,48,1,3,3,1,5,3,,,1,5.40,,5,37.00,8.00,2,2,1,1,7935,0,0,2
1,1,518476,38.10,72,16,3,3,,,5,3,1,,,,,5,,7.50,,,1,1,5081,0,0,1
2,1,518476,38,52,12,4,,1,1,3,3,,,1,,4,3,35,55,,,1,2,277,0,0,2
2,1,518476,37.80,124,36,2,1,,1,3,3,1,1,1,2,,4,37,7.30,,2.20,2,2,474,0,0,2
2,1,518476,35.4,60,,1,3,,1,2,3,,,,4.00,1,1,66,5.90,,2,1,1,2715,0,0,1
1,9,518476,38.50,64,,3,1,1,2,3,3,3,1,1,6.50,,,40.00,75,3,,1,1,4846,0,0,1
1,9,518476,37.10,40,24,3,3,5,1,5,,1,,,7.00,,,35,57,,,1,2,2137,0,0,1
1,1,518476,38.5,70,12,1,1,3,,5,3,3,1,,,3,,34,54,,,3,1,6862,0,0,2
2,1,518476,38.3,,12,3,3,4,2,4,3,4,2,,,4,5,60.00,5.90,,,1,1,2294,0,0,2
1,1,518476,38.7,132,15,3,3,1,1,3,3,2,,,,3,,34,71,,,1,1,7026,0,0,2
1,1,518476,38.3,80,24,3,,3,,3,3,3,,2,,,2,44.00,6.40,1,,1,1,6586,0,0,1
1,1,518476,,,30,4,1,3,1,5,,3,,,,,5,50.00,53,,,1,2,2266,0,0,2
2,1,518476,39.60,52,18,3,,1,2,5,3,3,2,1,5.70,1,,68,64,,,2,1,5302,0,0,2
1,1,518476,,100,13,2,,1,2,2,3,1,1,1,,1,,42.00,,,,1,1,9785,0,0,2
1,1,518476,,160,12,2,1,5,2,5,,3,2,1,,3,2,64.00,6.50,,3.90,2,2,3755,0,0,2
2,1,518476,38.2,100,28,3,1,1,,2,3,1,,,,,5,,54,,,1,2,1402,0,0,2
2,1,518476,38.00,48,,1,,,1,5,4,3,2,,7.00,,1,33.00,7.50,,5.20,1,1,7721,0,0,2
1,1,518476,,45,32,4,1,,1,4,2,1,1,,,4,5,45.00,5.90,3,,1,1,394,0,0,2
1,1,518476,40.80,52,42,,1,6,1,1,3,4,2,1,4.00,,,,,1,,2,1,3601,0,0,2
1,1,5305629,37.80,88,36,4,3,1,2,3,3,3,,,,,1,46,8.80,,,1,1,5485,0,0,2
2,1,518476,37.70,96,20,1,3,1,1,,3,2,2,2,,,2,44,7.10,,,2,2,38,0,0,2
1,1,518476,38.80,,20,3,4,1,1,4,2,,,1,,,5,70.00,71,2,,1,1,5285,0,0,2
1,1,518476,39.00,44,30,1,3,3,1,3,4,2,,,,1,5,,6.10,1,,2,1,10664,0,0,1
2,1,518476,,40,30,,,5,2,5,3,2,1,3,,4,2,57,65,,8.00,3,1,8739,0,0,1
1,1,518476,38.50,52,30,1,1,1,1,3,3,4,3,,,,,46,7.50,,4.50,1,2,3038,0,0,2
2,1,518476,,44,66,,1,2,2,3,1,4,,,,,2,36.00,46,,,2,2,2777,0,0,1
2,1,5305629,38.00,60,20,3,1,3,1,3,4,1,,1,,,1,,,1,2,2,2,4841,0,0,1
1,1,518476,38.2,,36,3,1,3,1,3,3,4,,1,,,4,60.00,53,,4.30,1,1,1191,0,0,1
1,1,518476,36.60,42,32,1,3,5,1,2,,2,2,1,7.50,,1,45.00,8.00,1,,1,1,3580,0,0,2
2,1,5305629,37.5,70,40,3,3,4,,3,3,1,,,,4,5,47.00,7.2,,6.60,3,2,5726,0,0,2
1,1,518476,38.50,40,,2,,1,1,3,1,1,,1,6.50,,,43.00,,,,1,2,5816,0,0,2
1,1,518476,38.30,92,12,2,1,5,1,5,1,1,,,,,5,42,7.50,2,,1,1,3153,0,0,1
2,9,518476,37.3,,51,1,,5,1,2,3,2,2,1,,3,,30.00,56,,,1,2,2704,0,0,1
1,1,518476,38.8,,40,2,1,1,1,2,,3,,1,7.20,2,,47.00,5.80,1,2,1,2,132,0,0,2
2,1,518476,37.5,92,18,,3,5,1,2,4,1,1,2,,1,1,55,6.60,1,,1,2,826,0,0,2
2,1,518476,37.00,72,12,1,1,5,1,5,4,3,,1,5.30,,2,,6.10,,1,2,1,10513,0,0,1
2,1,5305629,39.30,96,16,1,3,1,1,3,,1,,,,,,31,60,,,1,2,4889,7111,0,2
1,1,518476,37.70,48,20,4,3,,1,5,3,,2,1,,,1,,57,2,,3,1,12138,0,0,1
2,1,518476,38.20,75,48,4,,3,1,5,3,3,2,1,3.00,1,5,52.00,8.50,,,1,2,5694,0,0,2
1,1,518476,38.50,40,32,1,3,3,2,2,4,2,2,1,,,5,50.00,6.70,2,0.10,1,2,1632,0,0,2
2,9,5305629,39.2,50,12,1,2,2,2,2,3,1,,1,,1,2,,75,3,,1,1,1751,0,0,2
1,1,518476,38.20,88,32,4,1,6,1,,3,1,,,,1,,39.00,6.40,,,1,2,9944,0,0,1
1,1,518476,37.70,66,,1,3,4,1,,3,,,1,,1,4,41,7.00,,,1,1,805,0,0,1
1,9,5305629,38.10,132,80,2,1,6,2,3,1,4,2,,3.00,,4,44.00,6.10,2,7.00,1,2,1136,0,0,1
2,1,518476,38.5,60,30,1,,1,1,3,4,2,1,2,,,,50.00,,2,1,1,1,9155,0,0,1
2,1,518476,38.10,88,24,,3,1,1,3,3,2,2,3,,3,,58,7.00,,,1,1,2240,0,0,2
2,1,518476,37.70,56,18,1,2,2,1,3,3,4,1,1,,1,1,53,58,,2,1,2,2837,0,0,1
2,1,518476,38.70,42,30,1,1,4,,3,1,3,2,1,3.00,,1,50.00,7.80,3,2,1,2,3605,0,0,2
1,1,518476,38.50,40,,,1,6,1,,3,3,2,3,,,5,52.00,7.00,3,2.80,3,1,11803,0,0,2
1,1,518476,,90,44,,3,3,2,,4,3,,1,,4,,41,57,,,1,1,4962,0,0,2
1,1,518476,,64,36,3,3,3,2,3,3,2,,1,,4,4,50.00,6.10,2,,1,1,14325,0,0,1
2,1,518476,,150,,3,,4,2,3,4,2,1,3,4.30,4,,,7.50,3,,2,1,4738,0,0,1
